"Name","Arm","Week12 N","Week12 fold change (log2, Mean [SE])","Week24 N","Week24 fold change (log2, Mean [SE]) ","KW Test P value","Week12 vs Week0 Dunn's Test P value","Week24 vs Week0 Dunn's Test P value"
"hsa-miR-330-5p","CG48",197,"-0.32 (0.23)",193,"0.09 (0.24)",0.795019222220659,0.545557568561234,0.814056822011155
"hsa-miR-330-5p","PB",99,"0.21 (0.31)",78,"0.19 (0.28)",0.723465786830771,0.730362148298662,0.684815321837826
"hsa-miR-330-5p","SP",123,"-0.08 (0.31)",126,"-0.02 (0.32)",0.533523458613002,0.369320729866792,0.959379036011753
"hsa-miR-329-3p","CG32",192,"0.26 (0.3)",189,"0.22 (0.3)",0.513898067168321,0.257164836263024,0.474030461154112
"hsa-miR-329-3p","CG48",197,"0.13 (0.28)",193,"0.26 (0.28)",0.818119897009434,0.882698293495844,0.64226695499104
"hsa-miR-329-3p","PB",99,"-0.03 (0.42)",78,"0.46 (0.47)",0.807010975135326,0.65682485798947,0.838298291475512
"hsa-miR-329-3p","SP",123,"0.26 (0.38)",126,"0.18 (0.35)",0.893932696746796,0.693088017397784,0.67239957334981
"hsa-miR-642a-3p","CG32",192,"-0.09 (0.26)",189,"0.2 (0.26)",0.79352225550644,0.825564521159077,0.651146569180216
"hsa-miR-642a-3p","CG48",197,"0.37 (0.24)",193,"-0.03 (0.26)",0.280964544096178,0.131800484624785,0.773531485219564
"hsa-miR-642a-3p","PB",99,"0.43 (0.42)",78,"0.01 (0.43)",0.681841198245485,0.386387025259351,0.628949697144519
"hsa-miR-642a-3p","SP",123,"-0.43 (0.28)",126,"-0.52 (0.29)",0.28655336778595,0.125319526906119,0.267719694043809
"hsa-miR-194-5p","CG32",192,"-0.11 (0.2)",189,"-0.08 (0.22)",0.521930214254042,0.286993393677007,0.380688818400658
"hsa-miR-194-5p","CG48",197,"-0.03 (0.19)",193,"-0.06 (0.15)",0.927437956277051,0.915811178646227,0.783465849308404
"hsa-miR-194-5p","PB",99,"0.3 (0.33)",78,"0.1 (0.39)",0.718470276705214,0.438901550967656,0.554533857634188
"hsa-miR-194-5p","SP",123,"-0.22 (0.17)",126,"0 (0.15)",0.991577908632376,0.942369128799409,0.954938769473297
"hsa-miR-4732-3p","CG32",192,"0.05 (0.2)",189,"0.14 (0.26)",0.117503819437686,0.538021634447458,0.0429283582432916
"hsa-miR-4732-3p","CG48",197,"0.72 (0.21)",193,"0.55 (0.2)",0.0530529463174781,0.0413768178567677,0.0326947370413234
"hsa-miR-4732-3p","PB",99,"0.16 (0.41)",78,"-0.02 (0.48)",0.639213887805211,0.38102346965201,0.912697543579477
"hsa-miR-4732-3p","SP",123,"0.32 (0.16)",126,"-0.24 (0.26)",0.218656401652738,0.128479764554137,0.972130317760355
"hsa-miR-370-3p","CG32",192,"0.21 (0.26)",189,"-0.09 (0.28)",0.139568666597392,0.169507571700925,0.674558295178634
"hsa-miR-370-3p","CG48",197,"0.33 (0.29)",193,"0.11 (0.28)",0.315906575565712,0.38006676911446,0.576564667227661
"hsa-miR-370-3p","PB",99,"-0.08 (0.4)",78,"0.39 (0.41)",0.210838929269763,0.238728998731346,0.627683941324351
"hsa-miR-370-3p","SP",123,"-0.25 (0.32)",126,"-0.39 (0.32)",0.800282805928121,0.546207886108497,0.647285540780736
"hsa-miR-3940-3p","CG32",192,"-0.7 (0.28)",189,"0.09 (0.29)",0.107860840339568,0.0611157636508696,0.894900801108049
"hsa-miR-3940-3p","CG48",197,"0.24 (0.27)",193,"-0.13 (0.23)",0.435775053912989,0.208228843672727,0.659324361301099
"hsa-miR-3940-3p","PB",99,"0.34 (0.36)",78,"0.39 (0.39)",0.223813370112356,0.659149444298147,0.0999161828926328
"hsa-miR-3940-3p","SP",123,"-0.04 (0.32)",126,"-0.16 (0.32)",0.809096048781887,0.818071359688433,0.689377544498385
"hsa-miR-24-2-5p","CG32",192,"0.09 (0.28)",189,"-0.03 (0.29)",0.812174090752543,0.56757747744526,0.976121048107435
"hsa-miR-24-2-5p","CG48",197,"0.24 (0.26)",193,"0.19 (0.27)",0.684327196311139,0.638343247480238,0.387021073716226
"hsa-miR-24-2-5p","PB",99,"-0.02 (0.42)",78,"-0.11 (0.44)",0.640504414755457,0.603920465538937,0.35128786620365
"hsa-miR-24-2-5p","SP",123,"0.11 (0.33)",126,"-0.12 (0.34)",0.430252546986461,0.478680815342061,0.570846558863619
"hsa-miR-1306-5p","CG32",192,"-0.15 (0.21)",189,"-0.03 (0.21)",0.340997788689576,0.51391547327164,0.408339699587491
"hsa-miR-1306-5p","CG48",197,"0.39 (0.19)",193,"0.18 (0.2)",0.367262900475539,0.182257214959753,0.287902182096498
"hsa-miR-1306-5p","PB",99,"0.25 (0.34)",78,"0.26 (0.4)",0.223324480877403,0.128182328995061,0.145147451287156
"hsa-miR-1306-5p","SP",123,"-0.51 (0.24)",126,"-0.29 (0.26)",0.559837314217451,0.301080527705685,0.790966392432237
"hsa-miR-550a-3-5p|hsa-miR-550a-5p","CG32",192,"-0.43 (0.25)",189,"-0.24 (0.25)",0.169963733389541,0.076845003217308,0.157005533687324
"hsa-miR-550a-3-5p|hsa-miR-550a-5p","CG48",197,"-0.26 (0.25)",193,"-0.4 (0.27)",0.808498071737021,0.517423464125438,0.710250249576587
"hsa-miR-550a-3-5p|hsa-miR-550a-5p","PB",99,"-0.35 (0.4)",78,"-0.51 (0.41)",0.400193724477475,0.183314802950094,0.403843808589861
"hsa-miR-550a-3-5p|hsa-miR-550a-5p","SP",123,"-0.14 (0.31)",126,"0.5 (0.33)",0.210986499171108,0.837280956425993,0.107322628549382
"hsa-miR-10b-3p","CG32",192,"0.43 (0.25)",189,"-0.08 (0.26)",0.31918816707396,0.13548053693209,0.565466115983688
"hsa-miR-10b-3p","CG48",197,"0.54 (0.24)",193,"0.52 (0.25)",0.0259700100178014,0.00883400721153929,0.0680949283109868
"hsa-miR-10b-3p","PB",99,"0.19 (0.38)",78,"0.1 (0.42)",0.852538913982113,0.713515623565057,0.58891217716992
"hsa-miR-10b-3p","SP",123,"0.01 (0.29)",126,"-0.49 (0.31)",0.149263351189395,0.60601252425204,0.176323145539185
"hsa-miR-744-5p","CG32",192,"-0.69 (0.3)",189,"-0.8 (0.31)",0.0491958227246818,0.173777292338414,0.0151134305758432
"hsa-miR-744-5p","CG48",197,"-0.23 (0.28)",193,"-0.31 (0.3)",0.327247387724007,0.695418110211532,0.148382655395668
"hsa-miR-744-5p","PB",99,"-0.14 (0.47)",78,"0.67 (0.47)",0.421838548705916,0.651297614918781,0.389955030446033
"hsa-miR-744-5p","SP",123,"-0.47 (0.38)",126,"-0.19 (0.39)",0.461153881021701,0.217255849197894,0.58209301619364
"hsa-miR-93-3p","CG32",192,"-0.14 (0.28)",189,"-0.17 (0.3)",0.447231165511878,0.866660675966542,0.311991709342911
"hsa-miR-93-3p","CG48",197,"-0.35 (0.28)",193,"-0.27 (0.26)",0.985503963337108,0.88473357326558,0.881542177161387
"hsa-miR-93-3p","PB",99,"-0.51 (0.4)",78,"-0.08 (0.47)",0.301679344711824,0.137783745335651,0.728854234928387
"hsa-miR-93-3p","SP",123,"-0.4 (0.39)",126,"-0.35 (0.35)",0.44505492374188,0.604131340135332,0.207770707040958
"hsa-miR-130b-3p","CG32",192,"-0.19 (0.19)",189,"-0.15 (0.22)",0.840127377922777,0.721186680863966,0.813735985731966
"hsa-miR-130b-3p","CG48",197,"0.01 (0.2)",193,"0.05 (0.2)",0.907556784566902,0.665277627526779,0.777464144222305
"hsa-miR-130b-3p","PB",99,"-0.15 (0.39)",78,"0.41 (0.36)",0.278429587545861,0.188116416075532,0.872057314244767
"hsa-miR-130b-3p","SP",123,"-0.35 (0.24)",126,"-0.25 (0.24)",0.401338218429555,0.272322521838158,0.902773319479723
"hsa-miR-503-5p","CG32",192,"-0.13 (0.18)",189,"-0.07 (0.2)",0.909083790221997,0.786686871297625,0.66635624278633
"hsa-miR-503-5p","CG48",197,"0.26 (0.18)",193,"0.16 (0.19)",0.428444795147489,0.292440829181407,0.237392568829493
"hsa-miR-503-5p","PB",99,"0.33 (0.32)",78,"0.85 (0.38)",0.923941978643071,0.694575044397268,0.893678447596128
"hsa-miR-503-5p","SP",123,"-0.18 (0.2)",126,"-0.16 (0.24)",0.943325201841894,0.732699534767886,0.866549500895017
"hsa-miR-21-3p","CG32",192,"-0.13 (0.26)",189,"-0.05 (0.28)",0.986838980581625,0.90702191497345,0.966974192637289
"hsa-miR-21-3p","CG48",197,"0.31 (0.26)",193,"0.26 (0.28)",0.789676358555776,0.499041636264432,0.821195836418412
"hsa-miR-21-3p","PB",99,"0.01 (0.42)",78,"0.79 (0.41)",0.492997853141586,0.370101087394409,0.803374037917807
"hsa-miR-21-3p","SP",123,"-0.49 (0.3)",126,"-0.31 (0.33)",0.842570559609928,0.558950028394535,0.766050985318977
"hsa-miR-7-1-3p","CG32",192,"0.36 (0.28)",189,"0.02 (0.29)",0.350655457098526,0.419440153496299,0.519195380856801
"hsa-miR-7-1-3p","CG48",197,"0.12 (0.26)",193,"-0.25 (0.3)",0.427009694742207,0.949888544928565,0.244727065370695
"hsa-miR-7-1-3p","PB",99,"-0.23 (0.41)",78,"0.49 (0.39)",0.377036759042088,0.426758534943695,0.53932135710411
"hsa-miR-7-1-3p","SP",123,"-0.03 (0.36)",126,"0.25 (0.36)",0.94441385337591,0.820068710115078,0.743205454298689
"hsa-miR-340-3p","CG32",192,"-0.03 (0.26)",189,"-0.28 (0.27)",0.824256070118745,0.856730627868259,0.667227761149533
"hsa-miR-340-3p","CG48",197,"0.05 (0.23)",193,"-0.18 (0.24)",0.751303930722744,0.966520184260787,0.523076136102471
"hsa-miR-340-3p","PB",99,"-0.21 (0.41)",78,"-0.36 (0.42)",0.419494068610742,0.390499641806325,0.198576475595076
"hsa-miR-340-3p","SP",123,"-0.38 (0.31)",126,"-0.27 (0.33)",0.557498702648408,0.357509180721782,0.983659500666088
"hsa-miR-25-5p","CG32",192,"-0.27 (0.26)",189,"0.26 (0.28)",0.371200582251499,0.669983954599177,0.338189752793231
"hsa-miR-25-5p","CG48",197,"0.24 (0.27)",193,"0.14 (0.26)",0.17862085530178,0.823102069727548,0.086105776893052
"hsa-miR-25-5p","PB",99,"0.03 (0.41)",78,"-0.02 (0.36)",0.942045345833041,0.985650205706109,0.769921685710045
"hsa-miR-25-5p","SP",123,"-0.3 (0.37)",126,"-0.25 (0.36)",0.647681123500935,0.573464787333583,0.356364135326811
"hsa-miR-144-3p","CG32",192,"0.28 (0.13)",189,"0.25 (0.13)",0.207165100984049,0.130392263979897,0.121458824076652
"hsa-miR-144-3p","CG48",197,"0.14 (0.08)",193,"0.12 (0.1)",0.0586670507886344,0.0357006739957092,0.045181836300106
"hsa-miR-144-3p","PB",99,"-0.25 (0.2)",78,"-0.06 (0.14)",0.343179081751681,0.172324658057317,0.26350396341094
"hsa-miR-144-3p","SP",123,"-0.07 (0.18)",126,"0.12 (0.13)",0.653284656967105,0.935494381601372,0.452579125485324
"hsa-miR-6734-5p","CG32",192,"-0.04 (0.25)",189,"0.24 (0.28)",0.833395594844728,0.649568054643301,0.569871833413435
"hsa-miR-6734-5p","CG48",197,"0.44 (0.22)",193,"0.05 (0.27)",0.155909435742356,0.0673687404218804,0.155510911894231
"hsa-miR-6734-5p","PB",99,"-0.02 (0.39)",78,"-0.09 (0.41)",0.946035321544658,0.796914877441075,0.757607252834751
"hsa-miR-6734-5p","SP",123,"0.21 (0.3)",126,"0.31 (0.3)",0.163193526671448,0.05753327374236,0.283656125117352
"hsa-miR-323b-3p","CG32",192,"-0.07 (0.28)",189,"-0.05 (0.26)",0.669929964257255,0.626497520637792,0.682699902689999
"hsa-miR-323b-3p","CG48",197,"-0.41 (0.29)",193,"-0.03 (0.3)",0.661181764495077,0.460301990853205,0.924823067877377
"hsa-miR-323b-3p","PB",99,"0.18 (0.43)",78,"0.72 (0.48)",0.914213899569187,0.954408969091967,0.736562252887907
"hsa-miR-323b-3p","SP",123,"-0.25 (0.34)",126,"0.63 (0.38)",0.180895323819923,0.667928908011056,0.0792330663684805
"hsa-miR-4685-3p","CG32",192,"0.05 (0.27)",189,"0.45 (0.24)",0.128091874635039,0.645555188761831,0.13641880144189
"hsa-miR-4685-3p","CG48",197,"0.48 (0.25)",193,"0.07 (0.24)",0.0391026963279828,0.011218443353472,0.180951603875651
"hsa-miR-4685-3p","PB",99,"-0.23 (0.41)",78,"0 (0.41)",0.606309540475558,0.617828741415,0.607850573046662
"hsa-miR-4685-3p","SP",123,"0.28 (0.32)",126,"-0.46 (0.36)",0.135591530737833,0.293531142646703,0.354239675060847
"hsa-miR-1306-3p","CG32",192,"-0.09 (0.28)",189,"-0.34 (0.3)",0.473519323268836,0.807693828672347,0.37576003150983
"hsa-miR-1306-3p","CG48",197,"-0.21 (0.27)",193,"0 (0.31)",0.980690153112408,0.911536191210424,0.934200101895948
"hsa-miR-1306-3p","PB",99,"-0.11 (0.37)",78,"0.17 (0.44)",0.374012986196732,0.443626944796354,0.529324554612932
"hsa-miR-1306-3p","SP",123,"-0.35 (0.35)",126,"0.04 (0.33)",0.595455422850854,0.369179322902856,0.904017426144717
"hsa-miR-664a-3p","CG32",192,"0.2 (0.28)",189,"0.12 (0.29)",0.743807646012968,0.444445234696083,0.745071241506651
"hsa-miR-664a-3p","CG48",197,"0.43 (0.24)",193,"0.09 (0.26)",0.105226448572494,0.0513791186219035,0.821369547609598
"hsa-miR-664a-3p","PB",99,"-0.05 (0.44)",78,"0.92 (0.41)",0.422645055888001,0.784556037950538,0.322827019068804
"hsa-miR-664a-3p","SP",123,"-0.45 (0.36)",126,"0.17 (0.37)",0.279499133999173,0.222449643842357,0.794659514934587
"hsa-miR-1273h-3p","CG32",192,"-0.29 (0.3)",189,"-0.41 (0.29)",0.303130076905796,0.493269553199502,0.134202863601662
"hsa-miR-1273h-3p","CG48",197,"-0.13 (0.3)",193,"-0.24 (0.29)",0.480520875143269,0.787806549764933,0.254289819190304
"hsa-miR-1273h-3p","PB",99,"0.29 (0.38)",78,"0.59 (0.44)",0.511700256481611,0.58988997049265,0.537362903359909
"hsa-miR-1273h-3p","SP",123,"-0.07 (0.38)",126,"-0.19 (0.35)",0.690254235994038,0.425817400645843,0.528653716783913
"hsa-miR-185-3p","CG32",192,"-0.02 (0.29)",189,"-0.05 (0.29)",0.590763921267141,0.458442139661769,0.826190354896917
"hsa-miR-185-3p","CG48",197,"0.06 (0.31)",193,"-0.11 (0.31)",0.963539322132335,0.813599086910356,0.993429425570768
"hsa-miR-185-3p","PB",99,"-0.53 (0.42)",78,"-0.2 (0.47)",0.22454879417174,0.110429234876047,0.782103198378895
"hsa-miR-185-3p","SP",123,"-0.26 (0.35)",126,"-0.68 (0.36)",0.337724923661624,0.394639342210191,0.154512831804615
"hsa-miR-1908-5p","CG32",192,"-0.28 (0.28)",189,"0.38 (0.28)",0.45634156304461,0.694781111799609,0.400355502054301
"hsa-miR-1908-5p","CG48",197,"-0.01 (0.29)",193,"-0.06 (0.27)",0.913169912812675,0.932406666503735,0.685414051050095
"hsa-miR-1908-5p","PB",99,"0.38 (0.42)",78,"1.4 (0.42)",0.155559218336228,0.581010980138708,0.0602444171530122
"hsa-miR-1908-5p","SP",123,"-0.16 (0.32)",126,"-0.32 (0.36)",0.952898682097118,0.919464503603556,0.840895156640701
"hsa-miR-23b-5p","CG32",192,"-0.48 (0.3)",189,"-0.53 (0.28)",0.504238838745745,0.447204746070291,0.255626938997842
"hsa-miR-23b-5p","CG48",197,"-0.14 (0.27)",193,"-0.17 (0.3)",0.90131268225546,0.94397283817465,0.72164760842319
"hsa-miR-23b-5p","PB",99,"0.28 (0.4)",78,"0.19 (0.51)",0.937326123079425,0.775073882865098,0.747228936416374
"hsa-miR-23b-5p","SP",123,"-0.22 (0.33)",126,"-0.27 (0.35)",0.866035795414385,0.67942330398403,0.617912272890567
"hsa-miR-532-3p","CG32",192,"0.19 (0.25)",189,"0.1 (0.27)",0.69562245351192,0.402659547904427,0.584801200249653
"hsa-miR-532-3p","CG48",197,"0.07 (0.22)",193,"0.11 (0.22)",0.896948392109519,0.66402051406568,0.719221336920703
"hsa-miR-532-3p","PB",99,"0.15 (0.4)",78,"-0.45 (0.44)",0.403066347749703,0.732880166308518,0.328532038971305
"hsa-miR-532-3p","SP",123,"-0.17 (0.31)",126,"-0.32 (0.35)",0.691560563390716,0.70661582624737,0.635687831022268
"hsa-miR-200c-3p","CG32",192,"0.54 (0.29)",189,"0.17 (0.29)",0.113721554245455,0.0622607580022338,0.885532046810873
"hsa-miR-200c-3p","CG48",197,"-0.15 (0.27)",193,"0.13 (0.28)",0.519662888684564,0.966296582659058,0.331218586607885
"hsa-miR-200c-3p","PB",99,"0.21 (0.43)",78,"0.66 (0.42)",0.870224070912696,0.65241273784596,0.652794355256806
"hsa-miR-200c-3p","SP",123,"-0.29 (0.38)",126,"0.05 (0.4)",0.738556308454748,0.671560573227939,0.735384228345056
"hsa-miR-766-3p","CG32",192,"-0.26 (0.3)",189,"-0.31 (0.29)",0.314231215793957,0.511696001907765,0.144422504442989
"hsa-miR-766-3p","CG48",197,"-0.12 (0.28)",193,"-0.29 (0.28)",0.65214629362227,0.685249037940082,0.368603170643758
"hsa-miR-766-3p","PB",99,"0.15 (0.39)",78,"0.24 (0.4)",0.938080108998084,0.997082869869298,0.761219579285461
"hsa-miR-766-3p","SP",123,"-0.21 (0.36)",126,"-0.36 (0.38)",0.847767982045882,0.58957319990028,0.86293087114974
"hsa-miR-29b-1-5p","CG32",192,"0.67 (0.28)",189,"0.03 (0.29)",0.0302180398714797,0.0472987653866503,0.773492631329716
"hsa-miR-29b-1-5p","CG48",197,"0.01 (0.26)",193,"0.01 (0.27)",0.433089946133939,0.272476935690758,0.949678364055712
"hsa-miR-29b-1-5p","PB",99,"-0.94 (0.35)",78,"-0.63 (0.42)",0.00469065243354945,0.00214211712561219,0.0987319682496265
"hsa-miR-29b-1-5p","SP",123,"0.14 (0.34)",126,"-0.13 (0.33)",0.642824003467121,0.516186313186842,0.857170490516499
"hsa-miR-5010-5p","CG32",192,"0.12 (0.24)",189,"0.24 (0.26)",0.718699510058489,0.925800304649707,0.510935127613042
"hsa-miR-5010-5p","CG48",197,"0.45 (0.24)",193,"0.22 (0.24)",0.155647836506828,0.0974046425915506,0.0957566773197686
"hsa-miR-5010-5p","PB",99,"0.39 (0.42)",78,"0.2 (0.4)",0.957701416554179,0.812760613546364,0.97043677775393
"hsa-miR-5010-5p","SP",123,"-0.48 (0.29)",126,"-0.38 (0.33)",0.651061541989614,0.382772885262489,0.479253753240859
"hsa-miR-99b-3p","CG32",192,"0.41 (0.3)",189,"-0.05 (0.29)",0.107335023324738,0.0542015075095263,0.798948557100825
"hsa-miR-99b-3p","CG48",197,"-0.32 (0.27)",193,"0.11 (0.28)",0.550621277371598,0.468959712734089,0.727854889386524
"hsa-miR-99b-3p","PB",99,"-0.22 (0.36)",78,"0.28 (0.37)",0.411617745933241,0.332452936193911,0.761258758933245
"hsa-miR-99b-3p","SP",123,"-0.42 (0.35)",126,"-0.54 (0.35)",0.380415039023417,0.28015449982982,0.2042419580888
"hsa-miR-625-5p","CG32",192,"0.05 (0.21)",189,"-0.1 (0.22)",0.182145345345589,0.500999451945582,0.384298836283412
"hsa-miR-625-5p","CG48",197,"-0.38 (0.25)",193,"0.24 (0.25)",0.585635198878355,0.485587120126953,0.868256137212124
"hsa-miR-625-5p","PB",99,"-0.16 (0.35)",78,"0.19 (0.33)",0.0589316827940441,0.051401238278171,0.887397948880675
"hsa-miR-625-5p","SP",123,"-0.03 (0.31)",126,"-0.31 (0.27)",0.246922989756403,0.335206165762418,0.691483901047908
"hsa-miR-664b-5p","CG32",192,"0.42 (0.23)",189,"-0.3 (0.21)",0.000668213289179056,0.388570766255111,0.0190354675904397
"hsa-miR-664b-5p","CG48",197,"-0.35 (0.22)",193,"-0.28 (0.23)",0.1513842762657,0.70031432329225,0.106567815298801
"hsa-miR-664b-5p","PB",99,"-0.47 (0.34)",78,"0.04 (0.36)",0.00521162550558792,0.00666290942494188,0.69305137625901
"hsa-miR-664b-5p","SP",123,"-0.08 (0.29)",126,"-0.2 (0.27)",0.864306125778473,0.675699276465532,0.708779338259269
"hsa-miR-6511a-3p","CG32",192,"0.43 (0.23)",189,"0.55 (0.25)",0.0942224611009634,0.0786263366378538,0.0488242405427689
"hsa-miR-6511a-3p","CG48",197,"0.76 (0.23)",193,"0.4 (0.24)",0.00731693001493034,0.00175266084106267,0.168438585935484
"hsa-miR-6511a-3p","PB",99,"0.47 (0.37)",78,"0.59 (0.4)",0.420926540737956,0.278280421598981,0.242419872583679
"hsa-miR-6511a-3p","SP",123,"-0.02 (0.34)",126,"0.1 (0.33)",0.245051829626772,0.146016631985145,0.145796255730652
"hsa-miR-130a-3p","CG32",192,"0.21 (0.22)",189,"0.09 (0.24)",0.0939310286764984,0.0412044965554374,0.0989870132356894
"hsa-miR-130a-3p","CG48",197,"0.01 (0.21)",193,"0.29 (0.22)",0.245737895837943,0.430006738685323,0.364549360972472
"hsa-miR-130a-3p","PB",99,"0.28 (0.36)",78,"0.06 (0.34)",0.823873150908322,0.60827936461723,0.950371147930842
"hsa-miR-130a-3p","SP",123,"-0.39 (0.28)",126,"0.19 (0.26)",0.0298423841789848,0.210836469662897,0.168126119418322
"hsa-miR-1260b","CG32",192,"0.43 (0.29)",189,"0.09 (0.32)",0.291027204227607,0.335464098546878,0.543685266009841
"hsa-miR-1260b","CG48",197,"-0.03 (0.27)",193,"0.11 (0.3)",0.82320042209932,0.572593302253985,0.964268728661736
"hsa-miR-1260b","PB",99,"0.72 (0.39)",78,"0.42 (0.41)",0.280394275016746,0.11940467910211,0.642608114499057
"hsa-miR-1260b","SP",123,"0.34 (0.36)",126,"0.34 (0.36)",0.47748996742459,0.235129975207327,0.418348721417152
"hsa-miR-431-5p","CG32",192,"-0.03 (0.29)",189,"-0.16 (0.31)",0.347605961789935,0.555361173957832,0.418555503024864
"hsa-miR-431-5p","CG48",197,"0.09 (0.29)",193,"0.21 (0.27)",0.974981571881822,0.842373027973873,0.864057546275571
"hsa-miR-431-5p","PB",99,"-0.05 (0.42)",78,"0.12 (0.43)",0.555290330920546,0.294969559723471,0.660924767959635
"hsa-miR-431-5p","SP",123,"0.49 (0.33)",126,"0.54 (0.34)",0.203979228016718,0.104258533876811,0.196341641730787
"hsa-miR-134-5p","CG32",192,"0.29 (0.32)",189,"0.05 (0.32)",0.164037823429557,0.0902054589167167,0.918002783341571
"hsa-miR-134-5p","CG48",197,"-0.1 (0.3)",193,"0.04 (0.31)",0.552600014180302,0.288589490932441,0.744360674448775
"hsa-miR-134-5p","PB",99,"0.33 (0.43)",78,"0.48 (0.48)",0.927831842082326,0.987985545679425,0.731122827450809
"hsa-miR-134-5p","SP",123,"-0.17 (0.36)",126,"0.36 (0.37)",0.392763165248299,0.78922057273668,0.312855688720923
"hsa-miR-181a-3p","CG32",192,"0.35 (0.29)",189,"-0.4 (0.3)",0.104538813503837,0.485617577882956,0.167138835983886
"hsa-miR-181a-3p","CG48",197,"-0.02 (0.28)",193,"-0.08 (0.27)",0.945930413892796,0.821213640001526,0.920232220915032
"hsa-miR-181a-3p","PB",99,"-0.37 (0.4)",78,"-0.01 (0.39)",0.08809283008772,0.0658425645479893,0.899598820357044
"hsa-miR-181a-3p","SP",123,"-0.33 (0.32)",126,"-0.2 (0.34)",0.6042552905345,0.360462301805273,0.422180052195015
"hsa-miR-331-5p","CG32",192,"0 (0.3)",189,"-0.03 (0.27)",0.912976966186463,0.830816404403039,0.829907673056402
"hsa-miR-331-5p","CG48",197,"0.11 (0.26)",193,"-0.14 (0.3)",0.799567849903993,0.854151629820236,0.516684869037256
"hsa-miR-331-5p","PB",99,"-0.04 (0.37)",78,"0.28 (0.42)",0.214791563566253,0.837951820778859,0.156057890759475
"hsa-miR-331-5p","SP",123,"-0.41 (0.32)",126,"-0.18 (0.38)",0.356362328063574,0.15695769305902,0.406485538622571
"hsa-miR-889-3p","CG32",192,"-0.22 (0.25)",189,"-0.48 (0.26)",0.15336019687452,0.91002457251753,0.135401283895374
"hsa-miR-889-3p","CG48",197,"-0.28 (0.26)",193,"0.08 (0.29)",0.952007540950977,0.769922606049946,0.891610242394464
"hsa-miR-889-3p","PB",99,"-0.13 (0.35)",78,"0.28 (0.43)",0.579471574348922,0.339887340012171,0.817963189307402
"hsa-miR-889-3p","SP",123,"-0.42 (0.32)",126,"0.03 (0.31)",0.552714493113061,0.859308919949044,0.441179038720884
"hsa-miR-433-3p","CG32",192,"0.2 (0.29)",189,"0.12 (0.3)",0.526134139260219,0.386470558281217,0.852585512407136
"hsa-miR-433-3p","CG48",197,"0.38 (0.29)",193,"0.21 (0.29)",0.496906218737109,0.296746958859886,0.955562625982486
"hsa-miR-433-3p","PB",99,"-0.18 (0.46)",78,"0.6 (0.44)",0.19484204616745,0.353667821501063,0.373145962222473
"hsa-miR-433-3p","SP",123,"-0.2 (0.36)",126,"0.03 (0.37)",0.838116256909193,0.979772536096855,0.624556424159166
"hsa-miR-181c-5p","CG32",192,"0.16 (0.29)",189,"-0.17 (0.29)",0.298291538011611,0.391281419025513,0.519352749562075
"hsa-miR-181c-5p","CG48",197,"0.32 (0.26)",193,"-0.03 (0.28)",0.387292015166062,0.358515814715915,0.701486623989492
"hsa-miR-181c-5p","PB",99,"-0.24 (0.4)",78,"-0.15 (0.43)",0.427500761545174,0.214117599035926,0.701263107470078
"hsa-miR-181c-5p","SP",123,"0.18 (0.31)",126,"0.1 (0.34)",0.574656751747194,0.48549312859324,0.331609091860149
"hsa-miR-203a-3p","CG32",192,"-0.09 (0.32)",189,"-0.48 (0.31)",0.273759303550195,0.440393180327793,0.116894091361517
"hsa-miR-203a-3p","CG48",197,"0.32 (0.31)",193,"0.18 (0.32)",0.341510071977903,0.277275571667332,0.179690099752636
"hsa-miR-203a-3p","PB",99,"-0.25 (0.45)",78,"0.48 (0.45)",0.654507768405979,0.460614761994138,0.924645351684738
"hsa-miR-203a-3p","SP",123,"-0.21 (0.37)",126,"0.19 (0.38)",0.762101066257179,0.694547851388125,0.751087545815683
"hsa-miR-769-5p","CG32",192,"-0.27 (0.27)",189,"-0.55 (0.29)",0.18330657239001,0.508278715359583,0.0698777895282947
"hsa-miR-769-5p","CG48",197,"0.14 (0.26)",193,"0.34 (0.28)",0.478370129871283,0.359303717192319,0.256380912049551
"hsa-miR-769-5p","PB",99,"0.31 (0.42)",78,"0.91 (0.43)",0.357812877847375,0.750741632422091,0.169613655488607
"hsa-miR-769-5p","SP",123,"-0.41 (0.34)",126,"-0.64 (0.36)",0.182454679102314,0.0682974030153312,0.272664919311276
"hsa-miR-654-5p","CG32",192,"0.23 (0.24)",189,"0.14 (0.22)",0.162482270516111,0.161207875886659,0.923955037721258
"hsa-miR-654-5p","CG48",197,"-0.2 (0.27)",193,"0.11 (0.28)",0.889553962520528,0.910192804352464,0.752761395438468
"hsa-miR-654-5p","PB",99,"-0.56 (0.34)",78,"-0.04 (0.39)",0.0383567411056431,0.0211923602569387,0.465033182977057
"hsa-miR-654-5p","SP",123,"-0.03 (0.32)",126,"0.05 (0.34)",0.791949196200988,0.9213146809157,0.574714678127254
"hsa-miR-127-3p","CG32",192,"-0.2 (0.3)",189,"-0.33 (0.29)",0.281234632654495,0.743352024177103,0.237328681314829
"hsa-miR-127-3p","CG48",197,"0.12 (0.29)",193,"0.05 (0.3)",0.668684163747835,0.596532804710713,0.713645078469578
"hsa-miR-127-3p","PB",99,"0.2 (0.46)",78,"0.62 (0.49)",0.76934307704566,0.81235907896879,0.634407605523982
